PR_ID,Date,"Activity Type",Reps,Weight_lb,Date_Mass,Mass_lb,BodyMass_Days_Apart
21,2026-06-27,Deadlift,6,225,2019-03-04,177,2672
20,2026-06-25,"Hip Thrust",6,315,2019-03-04,177,2670
19,2026-01-29,"Hip Thrust",3,315,2019-03-04,177,2523
18,2025-08-31,"Chest Press",3,135,2019-03-04,177,2372
17,2025-08-10,"Chest Press Machine",3,160,2019-03-04,177,2351
16,2025-08-07,"Leg Press",10,507,2019-03-04,177,2348
15,2025-07-19,Deadlift,3,225,2019-03-04,177,2329
14,2025-06-29,Squat,7,235,2019-03-04,177,2309
13,2025-06-16,"Leg Abductor",10,250,2019-03-04,177,2296
12,2025-02-25,"Chest Press",3,45,2019-03-04,177,2185
11,2024-12-11,"Leg Press",10,435,2019-03-04,177,2109
10,2024-11-07,Deadlift,10,205,2019-03-04,177,2075
9,2024-11-07,"Barbell Curl",10,20,2019-03-04,177,2075
8,2024-11-07,"Chest Press",10,40,2019-03-04,177,2075
7,2024-11-07,"Shoulder Press",10,35,2019-03-04,177,2075
6,2023-12-11,"Leg Press",10,435,2019-03-04,177,1743
5,2023-08-03,"Lat Pulldown",6,110,2019-03-04,177,1613
4,2022-11-30,"Lat Pulldown",10,100,2019-03-04,177,1367
3,2022-09-25,"Lat Pulldown",10,90,2019-03-04,177,1301
2,2022-09-25,Deadlift,3,184,2019-03-04,177,1301
1,2022-08-10,"Leg Press",10,200,2019-03-04,177,1255
21,2026-06-27,Deadlift,6,225,2019-07-04,176.899,2550
20,2026-06-25,"Hip Thrust",6,315,2019-07-04,176.899,2548
19,2026-01-29,"Hip Thrust",3,315,2019-07-04,176.899,2401
18,2025-08-31,"Chest Press",3,135,2019-07-04,176.899,2250
17,2025-08-10,"Chest Press Machine",3,160,2019-07-04,176.899,2229
16,2025-08-07,"Leg Press",10,507,2019-07-04,176.899,2226
15,2025-07-19,Deadlift,3,225,2019-07-04,176.899,2207
14,2025-06-29,Squat,7,235,2019-07-04,176.899,2187
13,2025-06-16,"Leg Abductor",10,250,2019-07-04,176.899,2174
12,2025-02-25,"Chest Press",3,45,2019-07-04,176.899,2063
11,2024-12-11,"Leg Press",10,435,2019-07-04,176.899,1987
10,2024-11-07,Deadlift,10,205,2019-07-04,176.899,1953
9,2024-11-07,"Barbell Curl",10,20,2019-07-04,176.899,1953
8,2024-11-07,"Chest Press",10,40,2019-07-04,176.899,1953
7,2024-11-07,"Shoulder Press",10,35,2019-07-04,176.899,1953
6,2023-12-11,"Leg Press",10,435,2019-07-04,176.899,1621
5,2023-08-03,"Lat Pulldown",6,110,2019-07-04,176.899,1491
4,2022-11-30,"Lat Pulldown",10,100,2019-07-04,176.899,1245
3,2022-09-25,"Lat Pulldown",10,90,2019-07-04,176.899,1179
2,2022-09-25,Deadlift,3,184,2019-07-04,176.899,1179
1,2022-08-10,"Leg Press",10,200,2019-07-04,176.899,1133
21,2026-06-27,Deadlift,6,225,2019-07-08,176.599,2546
20,2026-06-25,"Hip Thrust",6,315,2019-07-08,176.599,2544
19,2026-01-29,"Hip Thrust",3,315,2019-07-08,176.599,2397
18,2025-08-31,"Chest Press",3,135,2019-07-08,176.599,2246
17,2025-08-10,"Chest Press Machine",3,160,2019-07-08,176.599,2225
16,2025-08-07,"Leg Press",10,507,2019-07-08,176.599,2222
15,2025-07-19,Deadlift,3,225,2019-07-08,176.599,2203
14,2025-06-29,Squat,7,235,2019-07-08,176.599,2183
13,2025-06-16,"Leg Abductor",10,250,2019-07-08,176.599,2170
12,2025-02-25,"Chest Press",3,45,2019-07-08,176.599,2059
11,2024-12-11,"Leg Press",10,435,2019-07-08,176.599,1983
10,2024-11-07,Deadlift,10,205,2019-07-08,176.599,1949
9,2024-11-07,"Barbell Curl",10,20,2019-07-08,176.599,1949
8,2024-11-07,"Chest Press",10,40,2019-07-08,176.599,1949
7,2024-11-07,"Shoulder Press",10,35,2019-07-08,176.599,1949
6,2023-12-11,"Leg Press",10,435,2019-07-08,176.599,1617
5,2023-08-03,"Lat Pulldown",6,110,2019-07-08,176.599,1487
4,2022-11-30,"Lat Pulldown",10,100,2019-07-08,176.599,1241
3,2022-09-25,"Lat Pulldown",10,90,2019-07-08,176.599,1175
2,2022-09-25,Deadlift,3,184,2019-07-08,176.599,1175
1,2022-08-10,"Leg Press",10,200,2019-07-08,176.599,1129
21,2026-06-27,Deadlift,6,225,2019-07-09,175.801,2545
20,2026-06-25,"Hip Thrust",6,315,2019-07-09,175.801,2543
19,2026-01-29,"Hip Thrust",3,315,2019-07-09,175.801,2396
18,2025-08-31,"Chest Press",3,135,2019-07-09,175.801,2245
17,2025-08-10,"Chest Press Machine",3,160,2019-07-09,175.801,2224
16,2025-08-07,"Leg Press",10,507,2019-07-09,175.801,2221
15,2025-07-19,Deadlift,3,225,2019-07-09,175.801,2202
14,2025-06-29,Squat,7,235,2019-07-09,175.801,2182
13,2025-06-16,"Leg Abductor",10,250,2019-07-09,175.801,2169
12,2025-02-25,"Chest Press",3,45,2019-07-09,175.801,2058
11,2024-12-11,"Leg Press",10,435,2019-07-09,175.801,1982
10,2024-11-07,Deadlift,10,205,2019-07-09,175.801,1948
9,2024-11-07,"Barbell Curl",10,20,2019-07-09,175.801,1948
8,2024-11-07,"Chest Press",10,40,2019-07-09,175.801,1948
7,2024-11-07,"Shoulder Press",10,35,2019-07-09,175.801,1948
6,2023-12-11,"Leg Press",10,435,2019-07-09,175.801,1616
5,2023-08-03,"Lat Pulldown",6,110,2019-07-09,175.801,1486
4,2022-11-30,"Lat Pulldown",10,100,2019-07-09,175.801,1240
3,2022-09-25,"Lat Pulldown",10,90,2019-07-09,175.801,1174
2,2022-09-25,Deadlift,3,184,2019-07-09,175.801,1174
1,2022-08-10,"Leg Press",10,200,2019-07-09,175.801,1128
21,2026-06-27,Deadlift,6,225,2019-07-11,173.799,2543
20,2026-06-25,"Hip Thrust",6,315,2019-07-11,173.799,2541
19,2026-01-29,"Hip Thrust",3,315,2019-07-11,173.799,2394
18,2025-08-31,"Chest Press",3,135,2019-07-11,173.799,2243
17,2025-08-10,"Chest Press Machine",3,160,2019-07-11,173.799,2222
16,2025-08-07,"Leg Press",10,507,2019-07-11,173.799,2219
15,2025-07-19,Deadlift,3,225,2019-07-11,173.799,2200
14,2025-06-29,Squat,7,235,2019-07-11,173.799,2180
13,2025-06-16,"Leg Abductor",10,250,2019-07-11,173.799,2167
12,2025-02-25,"Chest Press",3,45,2019-07-11,173.799,2056
11,2024-12-11,"Leg Press",10,435,2019-07-11,173.799,1980
10,2024-11-07,Deadlift,10,205,2019-07-11,173.799,1946
9,2024-11-07,"Barbell Curl",10,20,2019-07-11,173.799,1946
8,2024-11-07,"Chest Press",10,40,2019-07-11,173.799,1946
7,2024-11-07,"Shoulder Press",10,35,2019-07-11,173.799,1946
6,2023-12-11,"Leg Press",10,435,2019-07-11,173.799,1614
5,2023-08-03,"Lat Pulldown",6,110,2019-07-11,173.799,1484
4,2022-11-30,"Lat Pulldown",10,100,2019-07-11,173.799,1238
3,2022-09-25,"Lat Pulldown",10,90,2019-07-11,173.799,1172
2,2022-09-25,Deadlift,3,184,2019-07-11,173.799,1172
1,2022-08-10,"Leg Press",10,200,2019-07-11,173.799,1126
21,2026-06-27,Deadlift,6,225,2019-07-12,173.601,2542
20,2026-06-25,"Hip Thrust",6,315,2019-07-12,173.601,2540
19,2026-01-29,"Hip Thrust",3,315,2019-07-12,173.601,2393
18,2025-08-31,"Chest Press",3,135,2019-07-12,173.601,2242
17,2025-08-10,"Chest Press Machine",3,160,2019-07-12,173.601,2221
16,2025-08-07,"Leg Press",10,507,2019-07-12,173.601,2218
15,2025-07-19,Deadlift,3,225,2019-07-12,173.601,2199
14,2025-06-29,Squat,7,235,2019-07-12,173.601,2179
13,2025-06-16,"Leg Abductor",10,250,2019-07-12,173.601,2166
12,2025-02-25,"Chest Press",3,45,2019-07-12,173.601,2055
11,2024-12-11,"Leg Press",10,435,2019-07-12,173.601,1979
10,2024-11-07,Deadlift,10,205,2019-07-12,173.601,1945
9,2024-11-07,"Barbell Curl",10,20,2019-07-12,173.601,1945
8,2024-11-07,"Chest Press",10,40,2019-07-12,173.601,1945
7,2024-11-07,"Shoulder Press",10,35,2019-07-12,173.601,1945
6,2023-12-11,"Leg Press",10,435,2019-07-12,173.601,1613
5,2023-08-03,"Lat Pulldown",6,110,2019-07-12,173.601,1483
4,2022-11-30,"Lat Pulldown",10,100,2019-07-12,173.601,1237
3,2022-09-25,"Lat Pulldown",10,90,2019-07-12,173.601,1171
2,2022-09-25,Deadlift,3,184,2019-07-12,173.601,1171
1,2022-08-10,"Leg Press",10,200,2019-07-12,173.601,1125
21,2026-06-27,Deadlift,6,225,2019-07-19,175.199,2535
20,2026-06-25,"Hip Thrust",6,315,2019-07-19,175.199,2533
19,2026-01-29,"Hip Thrust",3,315,2019-07-19,175.199,2386
18,2025-08-31,"Chest Press",3,135,2019-07-19,175.199,2235
17,2025-08-10,"Chest Press Machine",3,160,2019-07-19,175.199,2214
16,2025-08-07,"Leg Press",10,507,2019-07-19,175.199,2211
15,2025-07-19,Deadlift,3,225,2019-07-19,175.199,2192
14,2025-06-29,Squat,7,235,2019-07-19,175.199,2172
13,2025-06-16,"Leg Abductor",10,250,2019-07-19,175.199,2159
12,2025-02-25,"Chest Press",3,45,2019-07-19,175.199,2048
11,2024-12-11,"Leg Press",10,435,2019-07-19,175.199,1972
10,2024-11-07,Deadlift,10,205,2019-07-19,175.199,1938
9,2024-11-07,"Barbell Curl",10,20,2019-07-19,175.199,1938
8,2024-11-07,"Chest Press",10,40,2019-07-19,175.199,1938
7,2024-11-07,"Shoulder Press",10,35,2019-07-19,175.199,1938
6,2023-12-11,"Leg Press",10,435,2019-07-19,175.199,1606
5,2023-08-03,"Lat Pulldown",6,110,2019-07-19,175.199,1476
4,2022-11-30,"Lat Pulldown",10,100,2019-07-19,175.199,1230
3,2022-09-25,"Lat Pulldown",10,90,2019-07-19,175.199,1164
2,2022-09-25,Deadlift,3,184,2019-07-19,175.199,1164
1,2022-08-10,"Leg Press",10,200,2019-07-19,175.199,1118
21,2026-06-27,Deadlift,6,225,2019-07-24,174.8,2530
20,2026-06-25,"Hip Thrust",6,315,2019-07-24,174.8,2528
19,2026-01-29,"Hip Thrust",3,315,2019-07-24,174.8,2381
18,2025-08-31,"Chest Press",3,135,2019-07-24,174.8,2230
17,2025-08-10,"Chest Press Machine",3,160,2019-07-24,174.8,2209
16,2025-08-07,"Leg Press",10,507,2019-07-24,174.8,2206
15,2025-07-19,Deadlift,3,225,2019-07-24,174.8,2187
14,2025-06-29,Squat,7,235,2019-07-24,174.8,2167
13,2025-06-16,"Leg Abductor",10,250,2019-07-24,174.8,2154
12,2025-02-25,"Chest Press",3,45,2019-07-24,174.8,2043
11,2024-12-11,"Leg Press",10,435,2019-07-24,174.8,1967
10,2024-11-07,Deadlift,10,205,2019-07-24,174.8,1933
9,2024-11-07,"Barbell Curl",10,20,2019-07-24,174.8,1933
8,2024-11-07,"Chest Press",10,40,2019-07-24,174.8,1933
7,2024-11-07,"Shoulder Press",10,35,2019-07-24,174.8,1933
6,2023-12-11,"Leg Press",10,435,2019-07-24,174.8,1601
5,2023-08-03,"Lat Pulldown",6,110,2019-07-24,174.8,1471
4,2022-11-30,"Lat Pulldown",10,100,2019-07-24,174.8,1225
3,2022-09-25,"Lat Pulldown",10,90,2019-07-24,174.8,1159
2,2022-09-25,Deadlift,3,184,2019-07-24,174.8,1159
1,2022-08-10,"Leg Press",10,200,2019-07-24,174.8,1113
21,2026-06-27,Deadlift,6,225,2019-07-25,174.2,2529
20,2026-06-25,"Hip Thrust",6,315,2019-07-25,174.2,2527
19,2026-01-29,"Hip Thrust",3,315,2019-07-25,174.2,2380
18,2025-08-31,"Chest Press",3,135,2019-07-25,174.2,2229
17,2025-08-10,"Chest Press Machine",3,160,2019-07-25,174.2,2208
16,2025-08-07,"Leg Press",10,507,2019-07-25,174.2,2205
15,2025-07-19,Deadlift,3,225,2019-07-25,174.2,2186
14,2025-06-29,Squat,7,235,2019-07-25,174.2,2166
13,2025-06-16,"Leg Abductor",10,250,2019-07-25,174.2,2153
12,2025-02-25,"Chest Press",3,45,2019-07-25,174.2,2042
11,2024-12-11,"Leg Press",10,435,2019-07-25,174.2,1966
10,2024-11-07,Deadlift,10,205,2019-07-25,174.2,1932
9,2024-11-07,"Barbell Curl",10,20,2019-07-25,174.2,1932
8,2024-11-07,"Chest Press",10,40,2019-07-25,174.2,1932
7,2024-11-07,"Shoulder Press",10,35,2019-07-25,174.2,1932
6,2023-12-11,"Leg Press",10,435,2019-07-25,174.2,1600
5,2023-08-03,"Lat Pulldown",6,110,2019-07-25,174.2,1470
4,2022-11-30,"Lat Pulldown",10,100,2019-07-25,174.2,1224
3,2022-09-25,"Lat Pulldown",10,90,2019-07-25,174.2,1158
2,2022-09-25,Deadlift,3,184,2019-07-25,174.2,1158
1,2022-08-10,"Leg Press",10,200,2019-07-25,174.2,1112
21,2026-06-27,Deadlift,6,225,2019-07-26,174.2,2528
20,2026-06-25,"Hip Thrust",6,315,2019-07-26,174.2,2526
19,2026-01-29,"Hip Thrust",3,315,2019-07-26,174.2,2379
18,2025-08-31,"Chest Press",3,135,2019-07-26,174.2,2228
17,2025-08-10,"Chest Press Machine",3,160,2019-07-26,174.2,2207
16,2025-08-07,"Leg Press",10,507,2019-07-26,174.2,2204
15,2025-07-19,Deadlift,3,225,2019-07-26,174.2,2185
14,2025-06-29,Squat,7,235,2019-07-26,174.2,2165
13,2025-06-16,"Leg Abductor",10,250,2019-07-26,174.2,2152
12,2025-02-25,"Chest Press",3,45,2019-07-26,174.2,2041
11,2024-12-11,"Leg Press",10,435,2019-07-26,174.2,1965
10,2024-11-07,Deadlift,10,205,2019-07-26,174.2,1931
9,2024-11-07,"Barbell Curl",10,20,2019-07-26,174.2,1931
8,2024-11-07,"Chest Press",10,40,2019-07-26,174.2,1931
7,2024-11-07,"Shoulder Press",10,35,2019-07-26,174.2,1931
6,2023-12-11,"Leg Press",10,435,2019-07-26,174.2,1599
5,2023-08-03,"Lat Pulldown",6,110,2019-07-26,174.2,1469
4,2022-11-30,"Lat Pulldown",10,100,2019-07-26,174.2,1223
3,2022-09-25,"Lat Pulldown",10,90,2019-07-26,174.2,1157
2,2022-09-25,Deadlift,3,184,2019-07-26,174.2,1157
1,2022-08-10,"Leg Press",10,200,2019-07-26,174.2,1111
21,2026-06-27,Deadlift,6,225,2019-07-27,176.5,2527
20,2026-06-25,"Hip Thrust",6,315,2019-07-27,176.5,2525
19,2026-01-29,"Hip Thrust",3,315,2019-07-27,176.5,2378
18,2025-08-31,"Chest Press",3,135,2019-07-27,176.5,2227
17,2025-08-10,"Chest Press Machine",3,160,2019-07-27,176.5,2206
16,2025-08-07,"Leg Press",10,507,2019-07-27,176.5,2203
15,2025-07-19,Deadlift,3,225,2019-07-27,176.5,2184
14,2025-06-29,Squat,7,235,2019-07-27,176.5,2164
13,2025-06-16,"Leg Abductor",10,250,2019-07-27,176.5,2151
12,2025-02-25,"Chest Press",3,45,2019-07-27,176.5,2040
11,2024-12-11,"Leg Press",10,435,2019-07-27,176.5,1964
10,2024-11-07,Deadlift,10,205,2019-07-27,176.5,1930
9,2024-11-07,"Barbell Curl",10,20,2019-07-27,176.5,1930
8,2024-11-07,"Chest Press",10,40,2019-07-27,176.5,1930
7,2024-11-07,"Shoulder Press",10,35,2019-07-27,176.5,1930
6,2023-12-11,"Leg Press",10,435,2019-07-27,176.5,1598
5,2023-08-03,"Lat Pulldown",6,110,2019-07-27,176.5,1468
4,2022-11-30,"Lat Pulldown",10,100,2019-07-27,176.5,1222
3,2022-09-25,"Lat Pulldown",10,90,2019-07-27,176.5,1156
2,2022-09-25,Deadlift,3,184,2019-07-27,176.5,1156
1,2022-08-10,"Leg Press",10,200,2019-07-27,176.5,1110
21,2026-06-27,Deadlift,6,225,2019-07-29,174,2525
20,2026-06-25,"Hip Thrust",6,315,2019-07-29,174,2523
19,2026-01-29,"Hip Thrust",3,315,2019-07-29,174,2376
18,2025-08-31,"Chest Press",3,135,2019-07-29,174,2225
17,2025-08-10,"Chest Press Machine",3,160,2019-07-29,174,2204
16,2025-08-07,"Leg Press",10,507,2019-07-29,174,2201
15,2025-07-19,Deadlift,3,225,2019-07-29,174,2182
14,2025-06-29,Squat,7,235,2019-07-29,174,2162
13,2025-06-16,"Leg Abductor",10,250,2019-07-29,174,2149
12,2025-02-25,"Chest Press",3,45,2019-07-29,174,2038
11,2024-12-11,"Leg Press",10,435,2019-07-29,174,1962
10,2024-11-07,Deadlift,10,205,2019-07-29,174,1928
9,2024-11-07,"Barbell Curl",10,20,2019-07-29,174,1928
8,2024-11-07,"Chest Press",10,40,2019-07-29,174,1928
7,2024-11-07,"Shoulder Press",10,35,2019-07-29,174,1928
6,2023-12-11,"Leg Press",10,435,2019-07-29,174,1596
5,2023-08-03,"Lat Pulldown",6,110,2019-07-29,174,1466
4,2022-11-30,"Lat Pulldown",10,100,2019-07-29,174,1220
3,2022-09-25,"Lat Pulldown",10,90,2019-07-29,174,1154
2,2022-09-25,Deadlift,3,184,2019-07-29,174,1154
1,2022-08-10,"Leg Press",10,200,2019-07-29,174,1108
21,2026-06-27,Deadlift,6,225,2019-07-31,173.2,2523
20,2026-06-25,"Hip Thrust",6,315,2019-07-31,173.2,2521
19,2026-01-29,"Hip Thrust",3,315,2019-07-31,173.2,2374
18,2025-08-31,"Chest Press",3,135,2019-07-31,173.2,2223
17,2025-08-10,"Chest Press Machine",3,160,2019-07-31,173.2,2202
16,2025-08-07,"Leg Press",10,507,2019-07-31,173.2,2199
15,2025-07-19,Deadlift,3,225,2019-07-31,173.2,2180
14,2025-06-29,Squat,7,235,2019-07-31,173.2,2160
13,2025-06-16,"Leg Abductor",10,250,2019-07-31,173.2,2147
12,2025-02-25,"Chest Press",3,45,2019-07-31,173.2,2036
11,2024-12-11,"Leg Press",10,435,2019-07-31,173.2,1960
10,2024-11-07,Deadlift,10,205,2019-07-31,173.2,1926
9,2024-11-07,"Barbell Curl",10,20,2019-07-31,173.2,1926
8,2024-11-07,"Chest Press",10,40,2019-07-31,173.2,1926
7,2024-11-07,"Shoulder Press",10,35,2019-07-31,173.2,1926
6,2023-12-11,"Leg Press",10,435,2019-07-31,173.2,1594
5,2023-08-03,"Lat Pulldown",6,110,2019-07-31,173.2,1464
4,2022-11-30,"Lat Pulldown",10,100,2019-07-31,173.2,1218
3,2022-09-25,"Lat Pulldown",10,90,2019-07-31,173.2,1152
2,2022-09-25,Deadlift,3,184,2019-07-31,173.2,1152
1,2022-08-10,"Leg Press",10,200,2019-07-31,173.2,1106
21,2026-06-27,Deadlift,6,225,2019-11-13,171.8,2418
20,2026-06-25,"Hip Thrust",6,315,2019-11-13,171.8,2416
19,2026-01-29,"Hip Thrust",3,315,2019-11-13,171.8,2269
18,2025-08-31,"Chest Press",3,135,2019-11-13,171.8,2118
17,2025-08-10,"Chest Press Machine",3,160,2019-11-13,171.8,2097
16,2025-08-07,"Leg Press",10,507,2019-11-13,171.8,2094
15,2025-07-19,Deadlift,3,225,2019-11-13,171.8,2075
14,2025-06-29,Squat,7,235,2019-11-13,171.8,2055
13,2025-06-16,"Leg Abductor",10,250,2019-11-13,171.8,2042
12,2025-02-25,"Chest Press",3,45,2019-11-13,171.8,1931
11,2024-12-11,"Leg Press",10,435,2019-11-13,171.8,1855
10,2024-11-07,Deadlift,10,205,2019-11-13,171.8,1821
9,2024-11-07,"Barbell Curl",10,20,2019-11-13,171.8,1821
8,2024-11-07,"Chest Press",10,40,2019-11-13,171.8,1821
7,2024-11-07,"Shoulder Press",10,35,2019-11-13,171.8,1821
6,2023-12-11,"Leg Press",10,435,2019-11-13,171.8,1489
5,2023-08-03,"Lat Pulldown",6,110,2019-11-13,171.8,1359
4,2022-11-30,"Lat Pulldown",10,100,2019-11-13,171.8,1113
3,2022-09-25,"Lat Pulldown",10,90,2019-11-13,171.8,1047
2,2022-09-25,Deadlift,3,184,2019-11-13,171.8,1047
1,2022-08-10,"Leg Press",10,200,2019-11-13,171.8,1001
21,2026-06-27,Deadlift,6,225,2021-07-28,190.001,1795
20,2026-06-25,"Hip Thrust",6,315,2021-07-28,190.001,1793
19,2026-01-29,"Hip Thrust",3,315,2021-07-28,190.001,1646
18,2025-08-31,"Chest Press",3,135,2021-07-28,190.001,1495
17,2025-08-10,"Chest Press Machine",3,160,2021-07-28,190.001,1474
16,2025-08-07,"Leg Press",10,507,2021-07-28,190.001,1471
15,2025-07-19,Deadlift,3,225,2021-07-28,190.001,1452
14,2025-06-29,Squat,7,235,2021-07-28,190.001,1432
13,2025-06-16,"Leg Abductor",10,250,2021-07-28,190.001,1419
12,2025-02-25,"Chest Press",3,45,2021-07-28,190.001,1308
11,2024-12-11,"Leg Press",10,435,2021-07-28,190.001,1232
10,2024-11-07,Deadlift,10,205,2021-07-28,190.001,1198
9,2024-11-07,"Barbell Curl",10,20,2021-07-28,190.001,1198
8,2024-11-07,"Chest Press",10,40,2021-07-28,190.001,1198
7,2024-11-07,"Shoulder Press",10,35,2021-07-28,190.001,1198
6,2023-12-11,"Leg Press",10,435,2021-07-28,190.001,866
5,2023-08-03,"Lat Pulldown",6,110,2021-07-28,190.001,736
4,2022-11-30,"Lat Pulldown",10,100,2021-07-28,190.001,490
3,2022-09-25,"Lat Pulldown",10,90,2021-07-28,190.001,424
2,2022-09-25,Deadlift,3,184,2021-07-28,190.001,424
1,2022-08-10,"Leg Press",10,200,2021-07-28,190.001,378
21,2026-06-27,Deadlift,6,225,2021-08-28,191.2,1764
20,2026-06-25,"Hip Thrust",6,315,2021-08-28,191.2,1762
19,2026-01-29,"Hip Thrust",3,315,2021-08-28,191.2,1615
18,2025-08-31,"Chest Press",3,135,2021-08-28,191.2,1464
17,2025-08-10,"Chest Press Machine",3,160,2021-08-28,191.2,1443
16,2025-08-07,"Leg Press",10,507,2021-08-28,191.2,1440
15,2025-07-19,Deadlift,3,225,2021-08-28,191.2,1421
14,2025-06-29,Squat,7,235,2021-08-28,191.2,1401
13,2025-06-16,"Leg Abductor",10,250,2021-08-28,191.2,1388
12,2025-02-25,"Chest Press",3,45,2021-08-28,191.2,1277
11,2024-12-11,"Leg Press",10,435,2021-08-28,191.2,1201
10,2024-11-07,Deadlift,10,205,2021-08-28,191.2,1167
9,2024-11-07,"Barbell Curl",10,20,2021-08-28,191.2,1167
8,2024-11-07,"Chest Press",10,40,2021-08-28,191.2,1167
7,2024-11-07,"Shoulder Press",10,35,2021-08-28,191.2,1167
6,2023-12-11,"Leg Press",10,435,2021-08-28,191.2,835
5,2023-08-03,"Lat Pulldown",6,110,2021-08-28,191.2,705
4,2022-11-30,"Lat Pulldown",10,100,2021-08-28,191.2,459
3,2022-09-25,"Lat Pulldown",10,90,2021-08-28,191.2,393
2,2022-09-25,Deadlift,3,184,2021-08-28,191.2,393
1,2022-08-10,"Leg Press",10,200,2021-08-28,191.2,347
21,2026-06-27,Deadlift,6,225,2021-09-29,189,1732
20,2026-06-25,"Hip Thrust",6,315,2021-09-29,189,1730
19,2026-01-29,"Hip Thrust",3,315,2021-09-29,189,1583
18,2025-08-31,"Chest Press",3,135,2021-09-29,189,1432
17,2025-08-10,"Chest Press Machine",3,160,2021-09-29,189,1411
16,2025-08-07,"Leg Press",10,507,2021-09-29,189,1408
15,2025-07-19,Deadlift,3,225,2021-09-29,189,1389
14,2025-06-29,Squat,7,235,2021-09-29,189,1369
13,2025-06-16,"Leg Abductor",10,250,2021-09-29,189,1356
12,2025-02-25,"Chest Press",3,45,2021-09-29,189,1245
11,2024-12-11,"Leg Press",10,435,2021-09-29,189,1169
10,2024-11-07,Deadlift,10,205,2021-09-29,189,1135
9,2024-11-07,"Barbell Curl",10,20,2021-09-29,189,1135
8,2024-11-07,"Chest Press",10,40,2021-09-29,189,1135
7,2024-11-07,"Shoulder Press",10,35,2021-09-29,189,1135
6,2023-12-11,"Leg Press",10,435,2021-09-29,189,803
5,2023-08-03,"Lat Pulldown",6,110,2021-09-29,189,673
4,2022-11-30,"Lat Pulldown",10,100,2021-09-29,189,427
3,2022-09-25,"Lat Pulldown",10,90,2021-09-29,189,361
2,2022-09-25,Deadlift,3,184,2021-09-29,189,361
1,2022-08-10,"Leg Press",10,200,2021-09-29,189,315
21,2026-06-27,Deadlift,6,225,2021-10-20,181,1711
20,2026-06-25,"Hip Thrust",6,315,2021-10-20,181,1709
19,2026-01-29,"Hip Thrust",3,315,2021-10-20,181,1562
18,2025-08-31,"Chest Press",3,135,2021-10-20,181,1411
17,2025-08-10,"Chest Press Machine",3,160,2021-10-20,181,1390
16,2025-08-07,"Leg Press",10,507,2021-10-20,181,1387
15,2025-07-19,Deadlift,3,225,2021-10-20,181,1368
14,2025-06-29,Squat,7,235,2021-10-20,181,1348
13,2025-06-16,"Leg Abductor",10,250,2021-10-20,181,1335
12,2025-02-25,"Chest Press",3,45,2021-10-20,181,1224
11,2024-12-11,"Leg Press",10,435,2021-10-20,181,1148
10,2024-11-07,Deadlift,10,205,2021-10-20,181,1114
9,2024-11-07,"Barbell Curl",10,20,2021-10-20,181,1114
8,2024-11-07,"Chest Press",10,40,2021-10-20,181,1114
7,2024-11-07,"Shoulder Press",10,35,2021-10-20,181,1114
6,2023-12-11,"Leg Press",10,435,2021-10-20,181,782
5,2023-08-03,"Lat Pulldown",6,110,2021-10-20,181,652
4,2022-11-30,"Lat Pulldown",10,100,2021-10-20,181,406
3,2022-09-25,"Lat Pulldown",10,90,2021-10-20,181,340
2,2022-09-25,Deadlift,3,184,2021-10-20,181,340
1,2022-08-10,"Leg Press",10,200,2021-10-20,181,294
21,2026-06-27,Deadlift,6,225,2022-06-22,172.4,1466
20,2026-06-25,"Hip Thrust",6,315,2022-06-22,172.4,1464
19,2026-01-29,"Hip Thrust",3,315,2022-06-22,172.4,1317
18,2025-08-31,"Chest Press",3,135,2022-06-22,172.4,1166
17,2025-08-10,"Chest Press Machine",3,160,2022-06-22,172.4,1145
16,2025-08-07,"Leg Press",10,507,2022-06-22,172.4,1142
15,2025-07-19,Deadlift,3,225,2022-06-22,172.4,1123
14,2025-06-29,Squat,7,235,2022-06-22,172.4,1103
13,2025-06-16,"Leg Abductor",10,250,2022-06-22,172.4,1090
12,2025-02-25,"Chest Press",3,45,2022-06-22,172.4,979
11,2024-12-11,"Leg Press",10,435,2022-06-22,172.4,903
10,2024-11-07,Deadlift,10,205,2022-06-22,172.4,869
9,2024-11-07,"Barbell Curl",10,20,2022-06-22,172.4,869
8,2024-11-07,"Chest Press",10,40,2022-06-22,172.4,869
7,2024-11-07,"Shoulder Press",10,35,2022-06-22,172.4,869
6,2023-12-11,"Leg Press",10,435,2022-06-22,172.4,537
5,2023-08-03,"Lat Pulldown",6,110,2022-06-22,172.4,407
4,2022-11-30,"Lat Pulldown",10,100,2022-06-22,172.4,161
3,2022-09-25,"Lat Pulldown",10,90,2022-06-22,172.4,95
2,2022-09-25,Deadlift,3,184,2022-06-22,172.4,95
1,2022-08-10,"Leg Press",10,200,2022-06-22,172.4,49
21,2026-06-27,Deadlift,6,225,2022-07-24,174,1434
20,2026-06-25,"Hip Thrust",6,315,2022-07-24,174,1432
19,2026-01-29,"Hip Thrust",3,315,2022-07-24,174,1285
18,2025-08-31,"Chest Press",3,135,2022-07-24,174,1134
17,2025-08-10,"Chest Press Machine",3,160,2022-07-24,174,1113
16,2025-08-07,"Leg Press",10,507,2022-07-24,174,1110
15,2025-07-19,Deadlift,3,225,2022-07-24,174,1091
14,2025-06-29,Squat,7,235,2022-07-24,174,1071
13,2025-06-16,"Leg Abductor",10,250,2022-07-24,174,1058
